popularity,budget,revenue,original_title,director,genres,production_companies,release_date,release_year
0.383827,0,0,Prison Break: The Final Break,Kevin Hooks|Brad Turner,Action|Drama|Thriller,SF Film|20th Century Fox Television,5/26/09,2009
0.382268,0,0,Happily N'Ever After 2,Steven E. Gordon|Boyd Kirkland,Family|Animation,Scanbox,3/24/09,2009
0.381469,0,0,Virtuality,Peter Berg,Drama|Romance|Science Fiction|Thriller,,6/26/09,2009
0.378554,0,0,Tanner Hall,Francesca Gregorini|Tatiana von Furstenberg,Drama,Tax Credit Finance,9/14/09,2009
0.378522,2900000,296557,Black Dynamite,Scott Sanders,Action|Comedy,Destination Films|Six Point Harness|Ars Nova|Goliath Entertainment,10/16/09,2009
0.377372,0,0,The Thaw,Mark A. Lewis,Horror|Science Fiction|Thriller,Brightlight Pictures|Anagram Pictures Inc.|Telefilm Canada|Corus Entertainment|Etch Media,1/1/09,2009
0.376543,6000000,6670712,City Island,Raymond De Felitta,Drama|Comedy,Lucky Monkey Pictures|CineSon Entertainment|Filmsmith Productions|Medici Entertainment|Gremi Film Production,3/6/09,2009
0.376307,0,0,The Gruffalo,Max Lang|Jakob Schuh,Animation|Family,Magic Light Pictures,12/25/09,2009
0.374157,0,0,The Secret of Kells,Tomm Moore|Nora Twomey,Animation|Family|Fantasy,GÃ©bÃ©ka Films|Cartoon Saloon,2/9/09,2009
0.370497,40000000,19258519,Amelia,Mira Nair,Drama|Adventure|Romance,Fox Searchlight Pictures|AE Electra Productions|Avalon Pictures,10/22/09,2009
0.370303,0,0,Screamers: The Hunting,Sheldon Wilson,Action|Horror|Science Fiction,Pope Productions,2/17/09,2009
0.370172,0,44348,Desert Flower,Sherry Hormann,Drama,Desert Flower Filmproductions|Desert Flower|Backup Films|Torus,9/24/09,2009
0.369792,0,0,Partly Cloudy,Peter Sohn,Adventure|Animation|Comedy|Family|Fantasy,Pixar Animation Studios,5/28/09,2009
0.369406,0,0,Der Knochenmann,Wolfgang Murnberger,Crime|Thriller|Comedy,Dor Film Produktionsgesellschaft GmbH,2/9/09,2009
0.369038,0,0,Afro Samurai: Resurrection,Fuminori Kizaki,Animation,Fuji TV,1/25/09,2009
0.366021,0,0,Boogie Woogie,Duncan Ward,Comedy|Drama,Autonomous,6/17/09,2009
0.365372,0,500154,Echelon Conspiracy,Greg Marcks,Action|Crime|Mystery,Dark Castle Entertainment|Zinc Entertainment Inc.|Mobicom Entertainment,2/27/09,2009
0.363832,25000000,4388563,Beyond a Reasonable Doubt,Peter Hyams,Drama,Aramid Entertainment Fund|Autonomous Films|RKO Pictures|Foresight Unlimited|Signature Entertainment,2/5/09,2009
0.362858,0,0,Love and Other Impossible Pursuits,Don Roos,Drama,Incentive Filmed Entertainment|Handsomecharlie Films,11/5/09,2009
0.360935,0,0,Possession,Joel Bergvall|Simon Sandquist,Drama|Thriller|Romance,Vertigo Entertainment|Yari Film Group|Spitfire Pictures|Addicted Productions,7/16/09,2009
0.360715,0,0,Nativity!,Debbie Isitt,Comedy|Family,BBC Films|Screen West Midlands|Mirrorball Films,11/27/09,2009
0.088773,35000000,0,BaarÃ¬a,Giuseppe Tornatore,Drama|Comedy,Medusa Film,9/2/09,2009
0.358304,0,0,Dug's Special Mission,Ronnie del Carmen,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,11/9/09,2009
0.356006,425000,0,Hunter Prey,Sandy Collora,Science Fiction|Thriller,NBV Productions|Montauk Films,1/1/09,2009
0.248559,0,0,Motherhood,Katherine Dieckmann,Comedy|Drama,John Wells Productions,1/21/09,2009
0.353203,8000000,29010817,New in Town,Jonas Elmer,Comedy|Romance,Lionsgate|Edmonds Entertainment Group (EEG)|Epidemic Pictures|The Safran Company|Gold Circle Films,1/30/09,2009
0.348842,25000000,2336172,Me and Orson Welles,Richard Linklater,Comedy|Drama|Romance,Isle of Man Film|Freestyle Releasing|CinemaNX,11/25/09,2009
0.347707,40000000,28972508,Shorts,Robert Rodriguez,Comedy|Family,Warner Bros. Pictures,8/21/09,2009
0.34638,0,0,"My Son, My Son, What Have Ye Done",Werner Herzog,Crime|Drama|Thriller,Defilm,9/6/09,2009
0.342084,0,0,Alice,Nick Willing,Fantasy|Drama|Science Fiction,,12/6/09,2009
0.340416,0,0,Miss March,Zach Cregger|Trevor Moore,Comedy|Romance,The Jacobson Company,3/13/09,2009
0.339657,7000000,0,In Her Skin,Simone North,Drama|Thriller,Screen Australia,3/13/09,2009
0.376614,0,0,Five Minutes of Heaven,Oliver Hirschbiegel,Crime|Drama|Thriller,BBC Films|BÃ³rd ScannÃ¡n na hÃ‰ireann|Ruby Films|Big Fish Films|Element Pictures,1/19/09,2009
0.569186,0,0,Super Rhino,Nathan Greno,Animation|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,3/21/09,2009
0.338175,0,0,Ju-on: Shiroi rÃ´jo,Ryuta Miyake,Horror,Cell|Oz Company|Toei Video Company,6/27/09,2009
0.336426,0,0,The Private Lives of Pippa Lee,Rebecca Miller,Comedy|Drama|Romance,Elevation Filmworks|Grand Army Entertainment,7/7/09,2009
0.336167,55000000,0,Imagine That,Karey Kirkpatrick,Comedy|Drama|Family|Fantasy,Paramount Pictures|Di Bonaventura Pictures|Nickelodeon Movies|Goldcrest Pictures,6/19/09,2009
0.335612,0,0,Personal Effects,David Hollander,Drama,CinÃ©film AG|Insight Film Studios|Picture Park|TADORA Filmproduktions|Netter Productions,2/6/09,2009
0.333551,0,0,Fame,Kevin Tancharoen,Music|Comedy|Drama|Romance,United Artists|Lakeshore Entertainment|Metro-Goldwyn-Mayer (MGM),1/1/09,2009
0.116657,0,66456,From Within,Phedon Papamichael,Horror|Mystery|Thriller,Burgundy Films,3/31/09,2009
0.332142,0,0,Nine Miles Down,Anthony Waller,Horror|Mystery|Thriller,A-Mark Entertainment,10/1/09,2009
0.330949,0,0,Robin Williams: Weapons of Self Destruction,Marty Callner,Comedy,CBS Films,12/6/09,2009
0.330513,0,0,Prep & Landing,Kevin Deters|Stevie Wermers,Animation|Fantasy|Family,Walt Disney Animation Studios,12/8/09,2009
0.32918,10000000,0,Gentlemen Broncos,Jared Hess,Action|Comedy|Thriller,,9/30/09,2009
0.32336,10000000,0,Walled In,Gilles Paquet-Brenner,Horror|Thriller,experiences films|Minds Eye Entertainment|Forecast Pictures|Leomax Productions,2/20/09,2009
0.32262,2011799,0,The Human Centipede (First Sequence),Tom Six,Horror,Six Entertainment,4/26/09,2009
0.322516,0,0,Dread,Anthony DiBlasi,Horror|Drama|Thriller,Matador Pictures|Midnight Picture Show|Essential Entertainment,7/14/09,2009
0.32232,100000000,0,Dragonball Evolution,James Wong,Action|Adventure|Fantasy|Science Fiction|Thriller,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Star Overseas|Dune Entertainment III,4/1/09,2009
0.232913,8500000,0,The Countess,Julie Delpy,Drama|History|Horror,X Filme International|Celluloid Dreams Productions,2/9/09,2009
0.319742,20000000,0,John Rabe,Florian Gallenberger,Drama|History|War,Hofmann & Voges Entertainment|Majestic Filmproduktion|EOS Entertainment|Zweites Deutsches Fernsehen (ZDF)|Pampa Production,4/2/09,2009
0.319532,12500000,27206120,Sorority Row,Stewart Hendler,Horror|Mystery|Thriller,Summit Entertainment|Karz Entertainment,9/9/09,2009
0.317799,5000000,0,Hardwired,Ernie Barbarash|Tia Buhl,Action|Adventure|Science Fiction|Thriller,Motion Picture Corporation of America|Insight Film Studios,11/3/09,2009
0.317301,20000000,0,The Maiden Heist,Peter Hewitt,Comedy|Crime,Revelations Entertainment|Dog Pond Productions|Yan Film Group|Paris Film,5/9/09,2009
0.317069,0,0,The Last Templar,Paolo Barzman,Adventure|Fantasy|Drama|Thriller,Muse Entertainment Enterprises,1/1/09,2009
0.315422,0,0,Middle of Nowhere,John Stockwell,Comedy|Drama,Bold Films|Louisiana Media Productions|Nowhere Films Louisiana Productions,7/24/09,2009
0.31482,0,0,The Killing Room,Jonathan Liebesman,Drama|Thriller,Management 360,1/16/09,2009
0.31344,0,0,The House of the Devil,Ti West,Mystery|Horror,MPI Media Group,4/25/09,2009
0.311776,0,0,Legally Blondes,Savage Steve Holland,Comedy|Family,Metro-Goldwyn-Mayer (MGM),4/28/09,2009
0.3106,0,0,The Revenant,D. Kerry Prior ,Comedy|Horror,Putrefactory Limited|Wanko Toys,8/16/09,2009
0.309467,14000000,0,Giallo,Dario Argento,Horror|Thriller|Crime|Mystery,Opera Film Produzione|Hannibal Pictures|Media Films|Footprint Investment Fund,6/25/09,2009
0.30936,0,0,Deep in the Valley,Christian Forte,Comedy,Persistent Entertainment,8/28/09,2009
0.303296,0,0,The New Daughter,Luis Berdejo,Horror|Thriller,Gold Circle Films|New Daughter Productions,12/18/09,2009
0.302925,0,0,Nowhere Boy,Sam Taylor-Johnson,Drama,Ecosse Films,12/25/09,2009
0.302095,0,0,Prayers for Bobby,Russell Mulcahy,,Daniel Sladek Entertainment,2/27/09,2009
0.30092,0,0,St Trinian's 2: The Legend of Fritton's Gold,Oliver Parker|Barnaby Thompson,Comedy|Adventure,Ealing Studios,12/18/09,2009
0.300313,4500000,0,Stay Cool,Michael Polish,Comedy,Initiate Productions,4/23/09,2009
0.299873,0,0,Behind Enemy Lines III: Colombia,Tim Matheson|Reynaldo Rodriguez,War|Action|Thriller,20th Century Fox Home Entertainment|WWE Studios,1/6/09,2009
0.298874,0,0,Forget Me Not,Tyler Oliver,Drama|Horror|Romance,Capstone Entertainment Group|Vindicated Pictures,10/22/09,2009
0.297677,0,0,Dead Like Me: Life After Death,Stephen Herek,Drama|Fantasy|Comedy,Metro-Goldwyn-Mayer (MGM),2/17/09,2009
0.294762,6500000,0,Open Graves,Ãlvaro de ArmiÃ±Ã¡n,Horror|Thriller,Open Pictures|Alchemedia Films|Manufacturas Audiovisuales|CoproducciÃ³n EspaÃ±a-USA,9/19/09,2009
0.263791,0,0,Gifted Hands: The Ben Carson Story,Thomas Carter,Drama,The Hatchery|Sony Pictures Television|Magna Global Entertainment|Johnson & Johnson Spotlight Presentations|Thomas Carter Company,2/7/09,2009
0.294345,0,0,B.O.B.'s Big Break,Robert Porter,Animation|Adventure|Action|Comedy,,9/30/09,2009
0.294343,0,0,Princess Protection Program,Allison Liddi-Brown,Comedy|Drama|Family,Disney Channel,6/18/09,2009
0.292324,23000000,9366227,ChÃ©ri,Stephen Frears,Drama|Comedy|Romance,PathÃ© Renn Productions|UK Film Council|Aramid Entertainment Fund|Canal+|Bill Kenwright Films,2/10/09,2009
0.292125,0,0,Tales of the Black Freighter,Mike Smith|Daniel DelPurgatorio,Animation|Horror|Action,Warner Premiere,3/24/09,2009
0.290674,10000000,7022728,The Joneses,Derrick Borte,Comedy|Drama,Echo Lake Productions|Premiere Picture,9/13/09,2009
0.290454,0,0,Arlen Faber,John Hindman,Comedy|Romance,Messick Films|iDeal Partners Film Fund|120dB Films,1/18/09,2009
0.286478,0,0,Espion(s),Nicolas Saada,Drama|Romance|Thriller,France 2 CinÃ©ma|Mars Distribution|The Film|Studio 37,1/28/09,2009
0.2856,0,0,Mrs. Miracle,Michael Scott,Comedy|Fantasy|Romance|TV Movie,The Hallmark Channel|Dan Wigutow Productions|KZ Productions,12/5/09,2009
0.285353,20000000,18599102,Fired Up!,Will Gluck,Comedy|Romance,"Screen Gems|Moving Pictures, DPI",2/20/09,2009
0.285338,0,0,Cherrybomb,Lisa Barros D'Sa|Glenn Leyburn,Drama|Romance|Thriller,Generator Entertainment,2/8/09,2009
0.284095,0,2479538,My One and Only,Richard Loncraine,Comedy|Drama,Herrick Entertainment,8/21/09,2009
0.283496,0,0,The Firm,Nick Love,Drama,Vertigo Films,9/18/09,2009
0.279941,0,0,Serious Moonlight,Cheryl Hines,Action|Comedy|Romance,Magnolia Pictures|Night and Day Pictures|All For A Films,12/4/09,2009
0.278387,75,134,Wanted,Prabhu Deva,Action|Comedy|Crime|Thriller,Sahara One Motion Pictures,9/18/09,2009
0.278321,10000000,295750,World's Greatest Dad,Bobcat Goldthwait,Comedy|Romance,Magnolia Pictures|Jerkschool Productions,8/20/09,2009
0.27373,0,0,Road Trip: Beer Pong,Steve Rash,Comedy,Paramount Famous Productions,8/11/09,2009
0.272422,1700000,1007962,The Girlfriend Experience,Steven Soderbergh,Comedy|Drama,2929 Productions|Magnolia Pictures|Extension 765,1/20/09,2009
0.271147,10000000,0,Night of the Demons,Adam Gierasch,Horror,Seven Arts Pictures|Project 8 Films|Cold Fusion Media Group|Parallel Media|Voodoo Production Services,8/30/09,2009
0.103661,0,0,Wuthering Heights,Coky Giedroyc,Drama,,1/18/09,2009
0.270283,0,263941,Transylmania,David Hillenbrand|Scott Hillenbrand,Comedy|Horror,Film Rock|Hill & Brand Entertainment,12/4/09,2009
0.269902,0,0,Damage,Jeff King,Action|Thriller,"Insight Film Studios|Nasser Group, North|NGN Fighter Productions",10/5/09,2009
0.266625,0,0,Summer's Blood,Lee Demarbre,Horror|Thriller,Lionsgate|Zed Filmworks,11/2/09,2009
0.266267,0,0,Cold Souls,Sophie Barthes,Fantasy|Drama|Comedy|Science Fiction,Journeyman Pictures|Winner Arts|Touchy Feely Films|Memento Films Production|Arte France CinÃ©ma,8/7/09,2009
0.265405,0,0,Into the Blue 2: The Reef,Stephen Herek,Action,Mandalay Pictures|Brookwell-McNamara Entertainment|MGM Home Entertainment|Metro-Goldwyn-Mayer (MGM),4/21/09,2009
0.265119,6500000,0,A Dangerous Man,Keoni Waxman,Action|Adventure|Thriller,My Own Worst Enemy,1/1/09,2009
0.356209,0,0,When You're Strange,Tom DiCillo,Documentary|Music,Wolf Films|Strange Pictures,1/17/09,2009
0.215709,0,0,The Lodger,David Ondaatje,Horror|Mystery|Thriller,Merchant Pacific Corporation,1/14/09,2009
0.252355,0,0,Dark Country,Thomas Jane,Horror|Thriller,Hyde Park Films,10/5/09,2009
0.258982,0,0,Leningrad,Aleksandr Buravsky,War|Drama,Channel One Russia|KoBura Film|Ministerstvo kultury Rossiyskoy Federatsii|Studiya dokumental'nykh fil'mov Sankt-Peterburga|Kinokompaniya Non-Stop Prodakshn,1/1/09,2009
0.133565,0,0,The Phantom,Paolo Barzman,Science Fiction|Action,Muse Entertainment Enterprises|Syfy|RHI Entertainment,12/20/09,2009
0.256975,0,0,Hulk vs. Thor,Sam Liu,Action|Animation|Fantasy|Science Fiction,Marvel Studios,1/27/09,2009
0.07309,0,0,12 Men of Christmas,Arlene Sanford,Comedy|Romance,Lisa Demberg Productions|Fox Television Studios|Lifetime Television,12/5/09,2009
0.251166,0,0,Under the Sea 3D,Howard Hall,Documentary,Warner Bros.|Imax Filmed Entertainment|Howard Hall Productions,2/13/09,2009
0.250389,0,0,Into the Storm,Thaddeus O'Sullivan,Drama|History|Foreign,,5/31/09,2009
0.250351,0,0,Frequently Asked Questions About Time Travel,Gareth Carrivick,Drama|Comedy|Science Fiction|Romance,BBC Films|Dog Lamp Films|HBO Films,4/24/09,2009
0.249839,0,0,De helaasheid der dingen,Felix Van Groeningen,Drama|Comedy,menuet,10/7/09,2009
0.249295,15000000,6405245,Post Grad,Vicky Jenson,Comedy,Dune Entertainment|Cold Spring Pictures|The Montecito Picture Company|Fox Atomic,8/21/09,2009
0.321244,5000000,0,Grace,Paul Solet,Horror|Thriller,ArieScope Pictures|Dark Eye Entertainment|Leomax Entertainment,8/14/09,2009
0.118533,1000000,1296971,Paper Heart,Nicholas Jasenovec,Comedy|Drama|Romance,,7/31/09,2009
0.242864,0,0,Across the Hall,Alex Merkin,Thriller|Mystery|Romance,Godfather Entertainment,8/27/09,2009
0.242794,0,0,The Marine 2,Roel ReinÃ©,Action|Adventure|Drama|Thriller,20th Century Fox|WWE Studios,12/29/09,2009
0.242239,40000000,0,Ben 10: Alien Swarm,Alex Winter,Adventure,Cartoon Network Studios|Trouper Productions,1/1/09,2009
0.240757,0,0,Doghouse,Jake West,Comedy|Horror,Carnaby International|Hanover Films|Molinare Studios,6/11/09,2009
0.168316,0,0,The Hills Run Red,Dave Parker,Horror,Dark Castle Entertainment|Fever Dreams|Warner Premiere|Ludovico Technique,9/29/09,2009
0.271818,0,0,Looking for Eric,Ken Loach,Comedy|Drama,Diaphana Films,5/27/09,2009
0.235045,0,0,Taking Woodstock,Ang Lee,Music|Comedy|Drama,Focus Features,9/3/09,2009
0.781772,0,0,George & A.J.,Josh Cooley,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,11/10/09,2009
0.235186,0,0,The Terminators,Xavier S. Puslowski,Action|Horror|Science Fiction,,4/28/09,2009
0.118447,0,0,Taking Chance,Ross Katz,Drama|History|War,Motion Picture Corporation of America,9/21/09,2009
0.232346,0,43051547,Notorious,"George Tillman, Jr.",Drama|Music,Fox Searchlight Pictures,1/16/09,2009
0.23156,0,0,The Loved Ones,Sean Byrne,Horror,Omnilab Media|Ambience Entertainment|Screen Australia|Film Victoria,9/13/09,2009
0.230953,21000000,0,Everybody's Fine,Kirk Jones,Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures,12/4/09,2009
0.230359,0,0,Bionicle: The Legend Reborn,Mark Baldo,Action|Adventure|Animation|Family|Science Fiction,LEGO|Threshold Animation Studios|Tinseltown Toons,8/24/09,2009
0.428574,0,0,ZMD: Zombies of Mass Destruction,Kevin Hamedani,Horror,Splendid Film,1/1/09,2009
0.226009,7000000,39462438,Crazy Heart,Scott Cooper,Drama|Music|Romance,Fox Searchlight Pictures|Butcher's Run Films|Informant Media,12/16/09,2009
0.225875,0,0,The Three Investigators and the Secret of Terror Castle,Florian Baxmeyer,Mystery|Adventure|Family,Industrial Development Corporation of South Africa|Studio Hamburg International Production (SHIP)|Saltire Entertainment|Two Oceans Production (TOP),3/19/09,2009
0.213292,0,0,Tormented,Jon Wright,Comedy|Horror,BBC Films|Screen West Midlands|PathÃ©|Forward Films|Slingshot Productions,5/22/09,2009
0.196421,10000000,0,"The Goods: Live Hard, Sell Hard",Neal Brennan,Comedy,Paramount Vantage|Kevin Messick Productions|Gary Sanchez Productions,8/14/09,2009
0.222544,0,0,Triage,Danis TanoviÄ‡,Drama|Thriller|Mystery,Aramid Entertainment Fund|Irish Film Board|Tornasol Films|Asap films|Parallel Film Productions,1/1/09,2009
0.221791,0,0,Ricky,FranÃ§ois Ozon,Fantasy|Drama|Science Fiction|Foreign,Eurowide Film Production,2/11/09,2009
0.220819,2000000,7306,Stolen Lives,Anders Anderson,Crime|Drama|Mystery|Thriller,Capitol Films|Boy in the Box|2 Bridges Productions|A2 Entertainment Group,10/10/09,2009
0.21893,0,0,I Hate Valentine's Day,Nia Vardalos,Comedy|Romance,I Hate Vday Productions|ICB Entertainment Finance|My Bench Productions,6/27/09,2009
0.218609,10000000,0,Driven To Kill,Jeff King,Action|Adventure|Thriller,Steamroller Productions,5/1/09,2009
0.216906,15000000,0,"Give 'em Hell, Malone",Russell Mulcahy,Action|Crime|Mystery|Thriller,North by Northwest Entertainment|Martini Films|Hannibal Pictures,1/1/09,2009
0.213237,0,0,The Courageous Heart of Irena Sendler,John Kent Harrison,Drama|War,Jeff Most Productions|Columbia Broadcasting System (CBS)|Hallmark Hall of Fame Productions|Baltmedia|K&K Selekt,4/19/09,2009
0.212295,0,0,The Jerk Theory,Scott S. Anderson,Comedy,PolarStar Entertainment|Polarstar Pictures,2/5/09,2009
0.212004,0,0,Jusqu'Ã  toi,Jennifer DevoldÃ¨re,Comedy|Romance|Family,Quad Productions,7/29/09,2009
0.20979,0,0,Perrierâ€™s Bounty,Ian Fitzgibbon,Action|Comedy|Crime|Drama,Premiere Picture|Irish Film Board|Parallel Film Productions,9/11/09,2009
0.223951,0,0,Alabama Moon,Tim McCanlies,Action|Adventure|Drama|Family,Alabama Moon Entertainment|Faulkner-McLean Entertainment,9/27/09,2009
0.209084,0,0,Humpday,Lynn Shelton,Comedy,Magnolia Pictures,9/16/09,2009
0.209043,0,0,The Haunted World of El Superbeasto,Rob Zombie,Animation|Horror|Action|Comedy,Film Roman Productions|Anchor Bay Films|Spectacle Entertainment Group|Carbunkle Cartoons,9/12/09,2009
0.206657,0,0,Not Forgotten,Dror Soref,Crime|Horror|Mystery|Thriller,Skyline Pictures,1/1/09,2009
0.203813,0,0,The Six Wives of Henry Lefay,Howard Michael Gould,Comedy,Brillstein-Grey Entertainment,1/1/09,2009
0.203707,0,0,Tetsuo: The Bullet Man,Shinya Tsukamoto,Foreign|Action|Science Fiction|Thriller|Horror,Asmik Ace Entertainment,9/5/09,2009
0.196413,0,0,TiMER,Jac Schaeffer,Fantasy|Drama|Comedy|Science Fiction|Romance,Present Pictures,5/14/09,2009
0.195364,0,0,The September Issue,R. J. Cutler,Documentary,,8/28/09,2009
0.284873,0,0,Feast III: The Happy Finish,John Gulager,Horror|Action|Comedy,Neo Art & Logic,2/17/09,2009
0.182881,2500000,352810,Like Dandelion Dust,Jon Gunn,Drama|Family,,2/5/09,2009
0.193267,0,0,Tellement proches,Eric Toledano|Olivier Nakache,Comedy,Quad Productions,6/17/09,2009
0.529037,1500000,0,Homecoming,Morgan J. Freeman,Horror|Thriller,Animus Films|Paper Street Films,7/17/09,2009
0.190162,7000000,1429299,I Hope They Serve Beer in Hell,Bob Gosse,Comedy|Drama,,9/25/09,2009
0.188104,0,0,Amreeka,Cherien Dabis,Drama,First Generation Films|Alcina Pictures|Imagenation Abu Dhabi FZ|Buffalo Gal Pictures|Levantine Entertainment,1/17/09,2009
0.189207,0,0,Emma,Jim O'Hanlon,Romance|Comedy|Drama,,10/11/09,2009
0.14086,0,0,Lebanon,Samuel Maoz,Drama|War,Paralite Productions Ltd.|Israeli Film Fund|Torus|Arte France|Metro Communications,10/10/09,2009
0.187796,0,0,Mega Shark vs Giant Octopus,Jack Perez,Horror|Science Fiction,"Asylum, The",5/19/09,2009
0.185586,12500000,0,Lascars,Emmanuel Klotz|Albert Pereira-Lazaro,Animation|Comedy,BAC Films,6/17/09,2009
0.182403,0,1896244,It Might Get Loud,Davis Guggenheim,Documentary|Music,,8/14/09,2009
0.181456,0,0,The Cell 2,Tim Iacofano,Horror|Science Fiction|Thriller,New Line Cinema|Silverstein / Barder Company,2/27/09,2009
0.180029,42000000,0,BrÃ¼no,Larry Charles,Comedy,Universal Pictures,7/8/09,2009
0.179972,0,0,Wizards of Waverly Place: The Movie,Lev L. Spiro,Adventure|Comedy|Drama|Family|Fantasy,Disney Channel,8/28/09,2009
0.176846,0,0,Accidents Happen,Andrew Lancaster,Comedy|Drama|Foreign,Red Carpet Productions,4/23/09,2009
0.170087,0,0,Oscar et la dame Rose,Eric-Emmanuel Schmitt,Drama,,11/15/09,2009
0.168985,0,0,Command Performance,Dolph Lundgren,Action|Drama|Thriller,Nu Image Films|Millennium Films|Cat Burglar Productions,1/1/09,2009
0.236277,0,0,Futurama: Into the Wild Green Yonder,Peter Avanzino,Animation|Comedy,20th Century Fox Television,2/23/09,2009
0.166774,0,0,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Manny Rodriguez,Comedy,Comedy Central,11/8/09,2009
0.165343,12000000,0,The King of Fighters,Gordon Chan,Action|Thriller|Science Fiction,Micott & Basara K.K.|Inferno International|Convergence Entertainment|KOF Film Productions|Scion Films,11/4/09,2009
0.165257,0,0,Mystery Team,Dan Eckman,Comedy|Thriller|Mystery,Derrick Comedy Productions|Offhollywood Digital,8/28/09,2009
0.164377,5000,0,The Hunt for Gollum,Chris Bouchard,Action|Adventure|Fantasy,,5/4/09,2009
0.159638,1500000,56000,Beautiful,Dean O'Flaherty,Drama|Mystery|Thriller,Kojo Pictures,4/27/09,2009
0.159615,0,0,Blood Creek,Joel Schumacher,Horror|Thriller,Gold Circle Films,10/9/09,2009
0.158652,7500000,0,Ace Ventura Jr: Pet Detective,David M. Evans,Comedy|Family,,3/3/09,2009
0.158638,0,0,Sorority Wars,James Hayman,Comedy|Drama|Family|TV Movie,Von Zerneck Sertner Films|RHI Entertainment|Patricia Clifford Productions,1/2/09,2009
0.157549,0,0,Uncertainty,Scott McGehee|David Siegel,Drama|Thriller|Romance,,11/15/09,2009
0.23818,0,0,Night Train,Brian King,Thriller|Action|Crime,A-Mark Entertainment|Instinctive Film|FilmTiger,4/15/09,2009
0.15559,0,0,Infestation,Kyle Rankin,Action|Comedy|Horror|Science Fiction,Icon Productions|Heavy Duty Entertainment,2/5/09,2009
0.155519,0,0,Next Day Air,Benny Boom,Action|Comedy|Crime,Melee Entertainment|Next Day Air Productions|Secret Society Films,2/6/09,2009
0.154563,3200000,0,The Good Guy,Julio DePietro,Comedy|Romance,Belladonna Productions|Whitest Pouring Films,4/25/09,2009
0.328199,0,0,The Canyon,Richard Harrah,Thriller,Pierce-Williams Entertainment|Zero Gravity Management,10/23/09,2009
0.149553,0,0,Goal! III: Taking On The World,Andrew Morahan,Drama,,1/1/09,2009
0.145905,58000000,85280250,Did You Hear About The Morgans?,Marc Lawrence,Comedy,Columbia Pictures|Castle Rock Entertainment|Relativity Media|Banter,12/17/09,2009
0.145388,0,0,Garfield's Pet Force,Mark A.Z. DippÃ©,Animation|Comedy|Family,,8/5/09,2009
0.145081,5000000,38610009,The Grudge 3,Toby Wilkins,Horror|Thriller,Ghost House Pictures|Ozla Pictures|Stage 6 Films,5/12/09,2009
0.248508,0,0,The Shortcut,Nicholaus Goossen,Horror|Thriller,Happy Madison Productions|Minds Eye Entertainment,2/7/09,2009
0.143953,0,0,Doctor Who: Planet of the Dead,James Strong,Family|Science Fiction|TV Movie|Adventure|Drama,BBC Home Video,7/26/09,2009
0.142609,0,0,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,Comedy,,2/3/09,2009
0.141098,0,0,Coco,Gad Elmaleh,Comedy,LÃ©gende Films,7/21/09,2009
0.137731,0,0,Le Vilain,Albert Dupontel,Comedy,France 2 CinÃ©ma|StudioCanal|ADCB Films|Euro MÃ©dia TÃ©lÃ©vision,11/25/09,2009
0.137656,0,0,Make the Yuletide Gay,Rob Williams,Drama|Comedy|Romance,TLA Releasing|Great House Films,11/1/09,2009
0.135641,0,0,To Save A Life,Brian Baugh,Drama,,11/5/09,2009
0.057316,0,0,Le Coach,Olivier Doran,Comedy,Mars Distribution,9/9/09,2009
0.13313,0,0,Good Hair,Jeff Stilson,Comedy|Documentary,,10/9/09,2009
0.132841,0,0,Ink,Jamin Winans,Action|Fantasy,Double Edge Films,1/23/09,2009
0.190628,3500000,0,Hit and Run,Enda McCallion,Drama|Thriller,Thats Hollywood|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Ithaka Entertainment,1/13/09,2009
0.128532,3500000,0,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,Comedy|Crime,Topsail Entertainment|Trailer Park Productions,9/25/09,2009
0.126448,0,0,Amore 14,Federico Moccia,Comedy,,10/30/09,2009
0.125174,0,0,Weather Girl,Blayne Weaver,Action|Comedy|Mystery|Romance|Thriller,,7/10/09,2009
0.123497,0,0,Paintball,Daniel Benmayor,Action|Foreign|Horror|Thriller,Castelao Producciones,4/24/09,2009
0.123044,0,0,The Messengers 2: The Scarecrow,Martin Barnewitz,Horror,Ghost House Pictures,7/21/09,2009
0.038585,0,0,Lightbulb,Jeff Balsmeyer,Comedy|Drama|Romance,Pacific Productions,2/1/09,2009
0.12035,0,0,Spectacular!,Robert Iscove,Drama|Music,,2/16/09,2009
0.222882,9000000,0,Against the Dark,Richard Crudo,Horror|Action|Thriller|Science Fiction,Castel Film Romania|Steamroller Productions,1/1/09,2009
0.11886,108,0,Stan Helsing,Bo Zenga,Comedy|Horror,Insight Productions,10/27/09,2009
0.256703,0,0,The Diary of Anne Frank,,Drama,Darlow Smithson Productions|British Broadcasting Corporation (BBC),1/9/09,2009
